FID,OBJECTID,PARCELID,NUM_UNITS,GRPPCLID_1,EXLUCODE,CLASS,BOOK,PAGE,PARCEL,MLTOWN,PROPTYID,MKTLND,MKTIMP,NUMPCL,PNTPCLID,MKT_TOTAL_,TAXDST,OWNER6,OWNNM1,OWNNM2,OWNAD1,OWNAD2,LGLDS1,LGLDS2,LGLDS3,PREVOWN1,PREVOWN2,SPLFLG,NEWFLG,MKTCAU,NHBDNO,ADDRNO,ADDRST,ADDRSF,BANKCD,MLNM1,MLNM2,MLADR1,MLADR2,CNTDUE,DLNQDT,CNTSTG,CNTTRM,CNTFLG,RECST,SALDAT,SALTYP,SALAMT,SALSRC,VALID,SALCNV,DEEDNO,INSTTY,ACREDEED,UNIT,LOC_ST_IND,LOC_ST_DIR,LOC_SEC_NO,SCHOOL_COD,BOR_FLAG,HMSD_FLAG,PARSTAT,RED_25_FLA,DIV_FLAG,FORECL_FLA,ANNUAL_TAX,FRONT_FOOT,TAXES_PAID,PAR_DELETE,DELQ_TAXES,LGLDS4,CONVEY_NO,OWNER48,AUDPCLID,AUDPTYID,OWNAD1A,MLADR1A,ADDRECID,HNUM,CAGDIR,CAGSTRNAME,CAGSFX,ADDRTYPE,STRNAMID,JURISABBRV,JURISDICT,STRSEGID,JOINED,AREA,ACRES,PERIMETER,Shape_Length,Shape_Area
452,209853,007700010166,0,007700010166,MF,403,077,0001,0166,0,00770001016600,2143830.000000000000000,1039600.000000000000000,1,,0.000000000000000,1,PIATT ,PIATT PARK COMMUNITY,URBAN REDEV CORP,1055 ST PAUL PL,CINCINNATI OH 45202,SE COR GARFIELD & ELM STS,"15,580 SQ FT AIR RIGHTS N",O 1,,,Y,N,0.000000000000000,0,135,GARFIELD,PL,0,CORELOGIC,,2500 WESTFIELD DR,HOFFMAN ESTATES IL 60124,0,0,,,,,35353,,0.000000000000000,,,0,0,WE,1.262000000000000,,,,,0,Y,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,PIATT PARK COMMUNITY URBAN REDEV CORP           ,07700010166,0770001016600,,STE 102, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,591.956527477841060,0.000000000000000
453,155516,007700010167,0,007700010167,MF,403,077,0001,0167,0,00770001016700,0.000000000000000,181940.000000000000000,11,,0.000000000000000,1,PIATT ,PIATT PARK COMMUNITY,URBAN REDEV CORP,1055 ST PAUL PL,CINCINNATI OH 45202,SE COR GARFIELD & ELM STS,2699 SQ FT               ,AIR RIGHTS NO 2,,,Y,N,0.000000000000000,0,135,GARFIELD,PL,0,CORELOGIC,,2500 WESTFIELD DR,HOFFMAN ESTATES IL 60124,0,0,,,,,34164,,0.000000000000000,,,0,0,WE,0.000000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,PIATT PARK COMMUNITY URBAN REDEV CORP           ,07700010167,0770001016700,,STE 102, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,601.505864198926020,0.000000000000000
454,98513,007700010168,0,007700010168,MF,403,077,0001,0168,0,00770001016800,0.000000000000000,61000.000000000000000,1,,0.000000000000000,1,PIATT ,PIATT PARK COMMUNITY,URBAN REDEV CORP,1055 ST PAUL PL,CINCINNATI OH 45202,SEC GARFIELD & ELM STS   ,906 SQ FT AIR RIGHTS NO 3,,,,Y,N,0.000000000000000,0,135,GARFIELD,PL,0,CORELOGIC,,2500 WESTFIELD DR,HOFFMAN ESTATES IL 60124,0,0,,,,,36053,,0.000000000000000,,,0,0,WE,0.000000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,PIATT PARK COMMUNITY URBAN REDEV CORP           ,07700010168,0770001016800,,STE 102, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,216.425968998100730,0.000000000000000
455,98514,007700010169,0,007700010169,MF,403,077,0001,0169,0,00770001016900,0.000000000000000,6630.000000000000000,1,,0.000000000000000,1,PIATT ,PIATT PARK COMMUNITY,URBAN REDEV CORP,1055 ST PAUL PL,CINCINNATI OH 45202,SEC GARFIELD & ELM STS   ,98 SQ FT AIR RIGHTS NO 4,,,,Y,N,0.000000000000000,0,135,GARFIELD,PL,0,CORELOGIC,,2500 WESTFIELD DR,HOFFMAN ESTATES IL 60124,0,0,,,,,36053,,0.000000000000000,,,0,0,WE,0.000000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,PIATT PARK COMMUNITY URBAN REDEV CORP           ,07700010169,0770001016900,,STE 102, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,44.538293011278803,0.000000000000000
456,367805,007700010170,0,007700010170,MF,403,077,0001,0170,0,00770001017000,0.000000000000000,2191630.000000000000000,1,,0.000000000000000,1,PIATT ,PIATT PARK COMMUNITY,URBAN REDEV CORP,1055 ST PAUL PL,CINCINNATI OH 45202,SEC GARFIELD & ELM STS   ,32514 SQ FT AIR RIGHTS NO, 5,,,Y,N,0.000000000000000,0,135,GARFIELD,PL,0,CORELOGIC,,2500 WESTFIELD DR,HOFFMAN ESTATES IL 60124,0,0,,,,,36053,,0.000000000000000,,,0,0,WE,0.000000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,PIATT PARK COMMUNITY URBAN REDEV CORP           ,07700010170,0770001017000,,STE 102, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,1296.463215603843500,0.000000000000000
457,155520,007700010171,0,007700010171,MF,403,077,0001,0171,0,00770001017100,0.000000000000000,117890.000000000000000,1,,0.000000000000000,1,PIATT ,PIATT PARK COMMUNITY,URBAN REDEV CORP,1055 ST PAUL PL,CINCINNATI OH 45202,SEC GARFIELD & ELM STS   ,1749 SQ FT AIR RIGHTS NO ,6,,,Y,N,0.000000000000000,0,135,GARFIELD,PL,0,CORELOGIC,,2500 WESTFIELD DR,HOFFMAN ESTATES IL 60124,0,0,,,,,36053,,0.000000000000000,,,0,0,WE,0.000000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,PIATT PARK COMMUNITY URBAN REDEV CORP           ,07700010171,0770001017100,,STE 102, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,222.623813796073760,0.000000000000000
458,155521,007700010172,0,007700010172,MF,403,077,0001,0172,0,00770001017200,0.000000000000000,65310.000000000000000,1,,0.000000000000000,1,PIATT ,PIATT PARK COMMUNITY,URBAN REDEV CORP,1055 ST PAUL PL,CINCINNATI OH 45202,SEC GARFIELD & ELM STS   ,968 SQ FT AIR RIGHTS NO 7,,,,Y,N,0.000000000000000,0,135,GARFIELD,PL,0,CORELOGIC,,2500 WESTFIELD DR,HOFFMAN ESTATES IL 60124,0,0,,,,,36053,,0.000000000000000,,,0,0,WE,0.000000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,PIATT PARK COMMUNITY URBAN REDEV CORP           ,07700010172,0770001017200,,STE 102, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,126.831640566003970,0.000000000000000
459,155666,007700010173,0,007700010173,MF,403,077,0001,0173,0,00770001017300,0.000000000000000,8940.000000000000000,1,,0.000000000000000,1,PIATT ,PIATT PARK COMMUNITY,URBAN REDEV CORP,1055 ST PAUL PL,CINCINNATI OH 45202,SEC GARFIELD & ELM STS   ,131 SQ FT AIR RIGHTS NO 8,,,,Y,N,0.000000000000000,0,135,GARFIELD,PL,0,CORELOGIC,,2500 WESTFIELD DR,HOFFMAN ESTATES IL 60124,0,0,,,,,36053,,0.000000000000000,,,0,0,WE,0.000000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,PIATT PARK COMMUNITY URBAN REDEV CORP           ,07700010173,0770001017300,,STE 102, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,65.980200638842902,0.000000000000000
460,209975,007700010174,0,007700010174,MF,403,077,0001,0174,0,00770001017400,0.000000000000000,333280.000000000000000,1,,0.000000000000000,1,PIATT ,PIATT PARK COMMUNITY,URBAN REDEV CORP,1055 ST PAUL PL,CINCINNATI OH 45202,SEC GARFIELD & ELM STS   ,4945 SQ FT AIR RIGHTS NO ,9,,,Y,N,0.000000000000000,0,135,GARFIELD,PL,0,CORELOGIC,,2500 WESTFIELD DR,HOFFMAN ESTATES IL 60124,0,0,,,,,36053,,0.000000000000000,,,0,0,WE,0.000000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,PIATT PARK COMMUNITY URBAN REDEV CORP           ,07700010174,0770001017400,,STE 102, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,383.953005108758080,0.000000000000000
461,209976,007700010175,0,007700010175,MF,403,077,0001,0175,0,00770001017500,0.000000000000000,995850.000000000000000,1,,0.000000000000000,1,PIATT ,PIATT PARK COMMUNITY,URBAN REDEV CORP,1055 ST PAUL PL,CINCINNATI OH 45202,SEC GARFIELD & ELM STS   ,14776 SQ FT AIR RIGHTS NO, 10,,,Y,N,0.000000000000000,0,135,GARFIELD,PL,0,CORELOGIC,,2500 WESTFIELD DR,HOFFMAN ESTATES IL 60124,0,0,,,,,36053,,0.000000000000000,,,0,0,WE,0.000000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,PIATT PARK COMMUNITY URBAN REDEV CORP           ,07700010175,0770001017500,,STE 102, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,1036.874997795320500,0.000000000000000
462,57775,007700010176,0,007700010176,NA,508,077,0001,0176,0,00770001017600,0.000000000000000,0.000000000000000,1,,0.000000000000000,1,CINCIN,CINCINNATI CITY OF,,801 PLUM ST,CINCINNATI OH 45202-5704,ES ELM ST                ,127 SQ FT                ,R2-T4-S18,CINCINNATI CITY OF THE,,N,N,0.000000000000000,0,,ELM,ST,0,CINCINNATI CITY OF,CINCINNATI CITY OF,801 PLUM ST,CINCINNATI OH 452025704,0,0,,,,,35046,,0.000000000000000,,,0,0,WE,0.004000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,CINCINNATI CITY OF                              ,07700010176,0770001017600,ROOM 122,ROOM 122, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,74.521606714099974,0.000000000000000
463,57776,007700010179,0,00770001CD01,O,450,077,0001,0179,0,00770001017900,142500.000000000000000,82650.000000000000000,1,,0.000000000000000,1,RON   ,RON HAMILTON PHOTO LIMITE,,807 RACE ST,CINCINNATI OH 45202,UNIT A     67%807 RACE CO,NDOMINIUM,,BEAVANOFF PROPERTIES LLC,,Y,N,0.000000000000000,0,807,RACE,ST,0,RON HAMILTON PHOTO LIMITE,RON HAMILTON PHOTO LIMITE,807 RACE ST,CINCINNATI OH 45202,0,0,,,,,39890,,237000.000000000000000,1,,0,0,WD,0.000000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,19832,RON HAMILTON PHOTO LIMITED                      ,07700010179,0770001017900,UNIT A,UNIT A, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,240.000051179372060,0.000000000000000
464,57778,007700010182,0,00770001CD02,MF,550,077,0001,0182,0,00770001018200,18600.000000000000000,73400.000000000000000,1,,0.000000000000000,1,SMITH ,SMITH CRAIG W,& JANET L,815 ELM ST,CINCINNATI OH 45202,UNIT 2     18.18%815 ELM ,CONDOMINIUMCRA ABATEMENT,,JANUSZEK JEFFREY M,,Y,N,0.000000000000000,0,815,ELM,ST,0,SMITH CRAIG W,SMITH CRAIG W,6748 SHAKER VALLEY,OKEANA OH 45053,0,0,,,,,41764,,92000.000000000000000,3,,0,0,WD,0.000000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,67367,SMITH CRAIG W & JANET L                         ,07700010182,0770001018200,UNIT B,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,237.999975568898830,0.000000000000000
465,215106,007700010178,0,00770001CD03,MF,550,077,0001,0178,0,00770001017800,53000.000000000000000,125000.000000000000000,1,,0.000000000000000,1,CHELSE,CHELSEAK25 LLC,,6863 RAPID RUN RD,CINCINNATI OH 45233,UNIT B     50%           ,THE GEORGIA CONDOMINIUMS,,CHELSEA K LLC,,Y,N,0.000000000000000,0,223,NINTH,ST,0,CHELSEAK25 LLC,CHELSEAK25 LLC,6863 RAPID RUN RD,CINCINNATI OH 45233,0,0,,,,,41904,,0.000000000000000,3,,0,0,WE,0.000000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,CHELSEAK25 LLC                                  ,07700010178,0770001017800,UNIT B,UNIT B, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,232.280036444887680,0.000000000000000
466,374201,007900030145,0,007900030145,PS,640,079,0003,0145,0,00790003014500,0.000000000000000,0.000000000000000,0,029900010004,0.000000000000000,0,CITY  ,CITY OF CINCINNATI,,,,,,,,,,,0.000000000000000,0,,,,0,,,,,0,0,,,,,0,,0.000000000000000,,,0,0,,0.000000000000000,,,,,0,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,CITY OF CINCINNATI                              ,07900030145,0790003014500,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,320.878527027472160,0.000000000000000
467,4233,007900030146,0,007900030146,PS,620,079,0003,0146,0,00790003014600,3813830.000000000000000,13808290.000000000000000,1,,0.000000000000000,1,HAMILT,HAMILTON COUNTY BOARD OF ,,138 E COURT ST,CINCINNATI OH 45202,8TH-BROADWAY137.36X302.66,IR-LT 32 CLARK-WMS SUB   ,LT 1-2-8T13 DE WADES PLAT,HAMILTON COUNTY ,BOARD OF COMMRS,Y,N,0.000000000000000,0,800,BROADWAY,,0,HAMILTON COUNTY BOARD,COMMISSIONERS,138 E COURT,CINCINNATI OH 45202,0,0,,,,,33634,,0.000000000000000,,,0,0,WE,1.130000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,E PRS 146TH162 CONS,0,HAMILTON COUNTY BOARD OF COMMRS                 ,07900030146,0790003014600,ROOM 603,RM 603, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,333.097431735171540,0.000000000000000
468,57601,007900030164,0,007900030163,O,449,079,0003,0164,0,00790003016400,0.000000000000000,0.000000000000000,0,007900030163,0.000000000000000,1,BROADW,BROADWAY BLDG INVESTORS,,105 E FOURTH ST,CINCINNATI OH 45202,,,,BROADWAY INVESTORS,,,,0.000000000000000,0,,,,0,BROADWAY INVESTORS,BROADWAY INVESTORS,8160 CORPORATE PK DR,CINCINNATI OH 45242,0,0,,,,,0,,0.000000000000000,,,0,0,,0.000000000000000,,,,,0,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,BROADWAY BLDG INVESTORS                         ,07900030164,0790003016400,#1120,220, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,207.886998199729870,0.000000000000000
469,214749,007900030170,0,007900030170,C,456,079,0003,0170,0,00790003017000,1112380.000000000000000,55780.000000000000000,1,,0.000000000000000,1,WFJ   ,WFJ BROADWAY LLC,,7 W SEVENTH ST,CINCINNATI OH 45202,NEC 9TH & BROADWAY 0.206 ,ACS PT OUT LOT 4 PARS 170,-171 CONS TIF ABATEMENT,ENB PARTNERS LLC,,Y,N,0.000000000000000,0,900,BROADWAY,,0,WFJ BROADWAY LLC,WFJ BROADWAY LLC,7 W SEVENTH ST,CINCINNATI OH 45202,0,0,,,,,40357,,1192000.000000000000000,2,,0,0,WD,0.206000000000000,,,,,0,Y,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,8379,WFJ BROADWAY LLC                                ,07900030170,0790003017000,STE 1400,STE 1400, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,313.585889014431190,0.000000000000000
470,57602,007900030181,0,007900030181,VA,400,079,0003,0181,0,00790003018100,0.000000000000000,0.000000000000000,1,,0.000000000000000,1,STATE ,STATE OF OHIO THE,,505 S STATE ROUTE 741,LEBANON OH 45036,CULVERT ST               ,10 FT IRR                ,PT CAIN ALLEY VAC,660 LINCOLN LLC,,N,N,0.000000000000000,0,610,CULVERT,ST,0,OHIO DEPT TRANSPORTATION ,ATTN JUDY CONARD,505 S STATE ROUTE 741,LEBANON OH 45036,0,0,,,,,2,,0.000000000000000,,,0,0,WE,0.001000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,STATE OF OHIO THE                               ,07900030181,0790003018100,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,26.701518065295112,0.000000000000000
471,214750,007900030183,0,007900030183,VA,400,079,0003,0183,0,00790003018300,0.000000000000000,0.000000000000000,1,,0.000000000000000,1,CINCIN,CINCINNATI CITY OF,,801 PLUM ST,CINCINNATI OH 45202,NS E EIGHTH ST           ,151 SQ FT                ,R1-T4-S18,CINCINNATI CITY OF ,,Y,N,0.000000000000000,0,,EIGHTH,ST,0,CINCINNATI CITY OF ENGINE,,801 PLUM ST,CINCINNATI OH 45202,0,0,,,,,30742,,0.000000000000000,,,0,0,WE,0.003000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,64.840000000000003,,0,CINCINNATI CITY OF                              ,07900030183,0790003018300,,RM 122, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,89.596892955696319,0.000000000000000
472,4279,007900030186,0,007900030186,VA,400,079,0003,0186,0,00790003018600,51790.000000000000000,0.000000000000000,2,,0.000000000000000,1,SEVENT,SEVENTH AND CULVERT GARAG,,421 E FOURTH ST,CINCINNATI OH 45202,PART OF VACATED WICHITA  ,AC IRR,,SEVENTH AND CULVERT GARAG,LLC,Y,N,0.000000000000000,0,,WICHITA ALLEY,,0,SEVENTH & CULVERT GARAGE,SEVENTH & CULVERT GARAGE,421 E FOURTH ST,CINCINNATI OH 45202,0,0,,,,,40452,,1200000.000000000000000,2,,0,0,WD,0.000000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,816.330000000000040,,12239,SEVENTH AND CULVERT GARAGE LLC                  ,07900030186,0790003018600,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,356.732168417797820,0.000000000000000
473,64708,007500020219,0,007500020219,PS,640,075,0002,0219,90,00750002021990,0.000000000000000,0.000000000000000,1,,0.000000000000000,1,CINCIN,CINCINNATI CITY OF,,801 PLUM ST,CINCINNATI OH 45202-5704,15.20 X 25 IRR           ,R1-T4-S18,,CINCINNATI CITY OF THE,,N,N,0.000000000000000,0,515,SCHENK,AL,0,CINCINNATI CITY OF,CINCINNATI CITY OF,801 PLUM ST,CINCINNATI OH 452025704,0,0,,,,,2,,0.000000000000000,,,0,0,WE,0.004000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,CINCINNATI CITY OF                              ,07500020219,0750002021990,ROOM 122,ROOM 122, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,142.377588699296500,0.000000000000000
474,220889,007500020220,0,007500020220,PS,640,075,0002,0220,90,00750002022090,0.000000000000000,0.000000000000000,1,,0.000000000000000,1,CINCIN,CINCINNATI CITY OF,,801 PLUM ST,CINCINNATI OH 45202-5704,DANDRIDGE ST EX-5        ,6.46 X 12.28 IRR         ,R1-T4-S18,CINCINNATI CITY OF THE,,N,N,0.000000000000000,0,535,DANDRIDGE,ST,0,CINCINNATI CITY OF,CINCINNATI CITY OF,801 PLUM ST,CINCINNATI OH 452025704,0,0,,,,,2,,0.000000000000000,,,0,0,WE,0.001000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,CINCINNATI CITY OF                              ,07500020220,0750002022090,ROOM 122,ROOM 122, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,42.745022192581729,0.000000000000000
475,220890,007500020222,0,007500020222,NA,508,075,0002,0222,0,00750002022200,0.000000000000000,0.000000000000000,1,,0.000000000000000,1,CINCIN,CINCINNATI CITY OF,,801 PLUM ST,CINCINNATI OH 45202-5704,SCHENK ALLEY             ,30.80 X 67.39 IRR        ,R1-T4-S18,CINCINNATI CITY OF THE,,N,N,0.000000000000000,0,,LIBERTY,ST,0,CINCINNATI CITY OF,CINCINNATI CITY OF,801 PLUM ST,CINCINNATI OH 452025704,0,0,,,,,2,,0.000000000000000,,,0,0,WE,0.040000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,CINCINNATI CITY OF                              ,07500020222,0750002022200,ROOM 122,ROOM 122, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,182.624291431809240,0.000000000000000
476,381371,007500020223,0,007500020223,NA,508,075,0002,0223,0,00750002022300,0.000000000000000,0.000000000000000,1,,0.000000000000000,1,CINCIN,CINCINNATI CITY OF,,801 PLUM ST,CINCINNATI OH 45202-5704,FRANK ST                 ,25 X 30 IRR              ,R1-T4-S18,CINCINNATI CITY OF THE,,N,N,0.000000000000000,0,,FRANK,ST,0,CINCINNATI CITY OF,CINCINNATI CITY OF,801 PLUM ST,CINCINNATI OH 452025704,0,0,,,,,2,,0.000000000000000,,,0,0,WE,0.003000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,CINCINNATI CITY OF                              ,07500020223,0750002022300,ROOM 122,ROOM 122, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,61.236314650641660,0.000000000000000
477,110357,007500020231,0,007500020231,VA,500,075,0002,0231,0,00750002023100,7080.000000000000000,0.000000000000000,4,,0.000000000000000,1,STERN ,STERN CARRIE BETH-ANNE,,1332 SPRING ST,CINCINNATI OH 45202,",201.861 SQ FT R1-T4-S18 ",PT LOT 8 ES SPRING STREET,323.28 FT N OF 13TH      ,KLEEN SHANNON &,CHRISTOPHER ROSE,Y,N,0.000000000000000,0,1332,SPRING,ST,0,STERN CARRIE BETH-ANNE,STERN CARRIE BETH-ANNE,1332 SPRING ST,CINCINNATI OH 45202,0,0,,,,,38526,,230000.000000000000000,6,,0,0,WD,0.031000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,102.090000000000000,STREET  TIF ABATEMEN,37107,STERN CARRIE BETH-ANNE                          ,07500020231,0750002023100,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,210.417291382677890,0.000000000000000
478,220893,007500020232,0,007500020232,SF,510,075,0002,0232,0,00750002023200,14450.000000000000000,194930.000000000000000,1,,0.000000000000000,1,METZ  ,METZ CHARLES,,1331 SPRING ST,CINCINNATI OH 45202,WS SPRING ST   0.0229 AC ,R1-T4-S18,,TATE CHARLES T,,Y,N,0.000000000000000,0,1331,SPRING,ST,0,CORELOGIC,,2500 WESTFIELD DR,HOFFMAN ESTATES IL 60124,0,0,,,,,40352,,167500.000000000000000,2,,0,0,WD,0.022000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,8097,METZ CHARLES                                    ,07500020232,0750002023200,,STE 102, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,149.269333038920310,0.000000000000000
479,110358,007500020233,0,007500020233,TF,520,075,0002,0233,0,00750002023300,36250.000000000000000,147360.000000000000000,1,,0.000000000000000,1,FAY   ,FAY JULIANA D,,1320 BROADWAY ST,CINCINNATI OH 45202,E S BROADWAY ST          ,4870 SQ FT               ,R1-T4-S18,,,Y,N,0.000000000000000,0,1320,BROADWAY,,0,FAY JULIANA D,FAY JULIANA D,1320 BROADWAY ST,CINCINNATI OH 45202,0,0,,,,,33927,,66000.000000000000000,,,0,0,WE,0.116000000000000,,,,,0,N,Y,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,1825.450000000000000,,14955,FAY JULIANA D                                   ,07500020233,0750002023300,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,393.677313343498040,0.000000000000000
480,323404,007500020235,0,007500020235,VA,500,075,0002,0235,0,00750002023500,250.000000000000000,0.000000000000000,2,,0.000000000000000,1,CINCIN,CINCINNATI CITY OF,,801 PLUM ST,CINCINNATI OH 45202,PT VAC RAY ALLEY         ,0.0156 AC   TIF ABATEMENT,,CINCINNATI CITY OF ,,N,N,0.000000000000000,0,,LIBERTY,ST,0,CINCINNATI CITY OF ENGINE,,801 PLUM ST,CINCINNATI OH 45202,0,0,,,,,34570,,0.000000000000000,,,0,0,DO,0.015000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,3.040000000000000,,0,CINCINNATI CITY OF                              ,07500020235,0750002023500,,RM 122, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,138.748724027693160,0.000000000000000
481,381372,007500020236,0,007500020236,VA,500,075,0002,0236,0,00750002023600,250.000000000000000,0.000000000000000,2,,0.000000000000000,1,CINCIN,CINCINNATI CITY OF,,801 PLUM ST,CINCINNATI OH 45202,LIBERTY ST   0.0174 AC  T,IF ABATEMENT,,CINCINNATI CITY OF ,,N,N,0.000000000000000,0,,DANDRIDGE,ST,0,CINCINNATI CITY OF ENGINE,,801 PLUM ST,CINCINNATI OH 45202,0,0,,,,,34570,,0.000000000000000,,,0,0,DO,0.019000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,3.040000000000000,,0,CINCINNATI CITY OF                              ,07500020236,0750002023600,,RM 122, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,147.782700395247100,0.000000000000000
482,381373,007500020238,0,007500020238,SF,510,075,0002,0238,0,00750002023800,14450.000000000000000,116860.000000000000000,1,,0.000000000000000,1,BLACK ,BLACK SHONITA M,,1329 SPRING ST,CINCINNATI OH 45202,WS SPRING ST  0.0230 AC  ,R1-T4-S18,,SASS CATHLEEN A,,Y,N,0.000000000000000,0,1329,SPRING,ST,0,WELLS FARGO REAL ESTATE-A,,1 HOME CAMPUS,DES MOINES IA 503280001,0,0,,,,,39724,,109900.000000000000000,1,,0,0,WD,0.023000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,13799,BLACK SHONITA M                                 ,07500020238,0750002023800,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,149.330019169620810,0.000000000000000
